apiVersion,reference,url,contentType,language,databaseLabel,database,summary,weight,content,accessRestriction,children,highlightedFragments,citation,metadata.identifier,metadata.es_ContentType,metadata.caName,metadata.es_SortDate,metadata.deadlineDate,metadata.description,metadata.language,metadata.title,metadata.type,metadata.url,metadata.esST_URL,metadata.callccm2Id,metadata.DATASOURCE,metadata.REFERENCE,metadata.projectAcronym,metadata.frameworkProgramme,metadata.startDate,metadata.deadlineModel,metadata.status,metadata.typesOfAction,fetched_at
2.155,51454530TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-COREGEN-RAIL-WORKS,text/plain,en,SEDIA,SEDIA,"Rail – studies, works or mixed",0.0,"Rail – studies, works or mixed",False,[],[],"Rail – studies, works or mixed. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-COREGEN-RAIL-WORKS",['CEF-T-2026-COREGEN-RAIL-WORKS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-10-06T00:00:00.000+0000'],,['en'],"['Rail – studies, works or mixed']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-COREGEN-RAIL-WORKS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-COREGEN-RAIL-WORKS'],['51454542'],['SEDIA'],['51454530TOPICSen'],,['43251567'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,51468068TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-MILMOB-WORKS,text/plain,en,SEDIA,SEDIA,"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed",0.0,"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed",False,[],[],"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-MILMOB-WORKS",['CEF-T-2026-MILMOB-WORKS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-10-06T00:00:00.000+0000'],,['en'],"['Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-MILMOB-WORKS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-MILMOB-WORKS'],['51468079'],['SEDIA'],['51468068TOPICSen'],,['43251567'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,51454550TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SIMOBGEN-NEWTECH-WORKS,text/plain,en,SEDIA,SEDIA,New technologies and innovation: digitalisation of road transport - works,0.0,New technologies and innovation: digitalisation of road transport - works,False,[],[],New technologies and innovation: digitalisation of road transport - works. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SIMOBGEN-NEWTECH-WORKS,['CEF-T-2026-SIMOBGEN-NEWTECH-WORKS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-10-06T00:00:00.000+0000'],,['en'],['New technologies and innovation: digitalisation of road transport - works'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SIMOBGEN-NEWTECH-WORKS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SIMOBGEN-NEWTECH-WORKS'],['51454563'],['SEDIA'],['51454550TOPICSen'],,['43251567'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,51454588TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SUSTMOBGEN-EMS-WORKS,text/plain,en,SEDIA,SEDIA,European Maritime Space and Inland ports (AFIF) - works,0.0,European Maritime Space and Inland ports (AFIF) - works,False,[],[],European Maritime Space and Inland ports (AFIF) - works. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SUSTMOBGEN-EMS-WORKS,['CEF-T-2026-SUSTMOBGEN-EMS-WORKS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-10-06T00:00:00.000+0000'],,['en'],['European Maritime Space and Inland ports (AFIF) - works'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SUSTMOBGEN-EMS-WORKS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SUSTMOBGEN-EMS-WORKS'],['51454601'],['SEDIA'],['51454588TOPICSen'],,['43251567'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,51454858TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-AG-TCS,text/plain,en,SEDIA,SEDIA,Transaction Costs Support for social finance intermediaries,0.0,Transaction Costs Support for social finance intermediaries,False,[],[],Transaction Costs Support for social finance intermediaries. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-AG-TCS,['ESF-2026-AG-TCS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-09-23T00:00:00.000+0000'],,['en'],['Transaction Costs Support for social finance intermediaries'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-AG-TCS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-AG-TCS'],['51454866'],['SEDIA'],['51454858TOPICSen'],,['43254019'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['ESF Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51454502TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-CORECOEN-RAIL-WORKS,text/plain,en,SEDIA,SEDIA,"Rail – studies, works or mixed",0.0,"Rail – studies, works or mixed",False,[],[],"Rail – studies, works or mixed. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-CORECOEN-RAIL-WORKS",['CEF-T-2026-CORECOEN-RAIL-WORKS'],['text/plain'],,['2026-06-18T00:00:00.000+0000'],['2026-10-06T00:00:00.000+0000'],,['en'],"['Rail – studies, works or mixed']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-CORECOEN-RAIL-WORKS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-CORECOEN-RAIL-WORKS'],['51454514'],['SEDIA'],['51454502TOPICSen'],,['43251567'],['2026-06-18T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,186824PROSPECTSEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186824PROSPECTSEN,text/plain,en,SEDIA,SEDIA,"Strengthening the Palestinian Monetary Authority and its role to support the stability, transparency, accountability and the digital transition of the financial sector in Palestine",0.0,"Strengthening the Palestinian Monetary Authority and its role to support the stability, transparency, accountability and the digital transition of the financial sector in Palestine",False,[],[],"Strengthening the Palestinian Monetary Authority and its role to support the stability, transparency, accountability and the digital transition of the financial sector in Palestine. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186824PROSPECTSEN",['EuropeAid/186824/DD/ACT/PS'],['text/plain'],['true'],['2026-06-17T10:00:00.000+0000'],['2026-10-12T10:00:00.000+0000'],,['en'],"['Strengthening the Palestinian Monetary Authority and its role to support the stability, transparency, accountability and the digital transition of the financial sector in Palestine']",['2'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186824PROSPECTSEN'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/186824PROSPECTSEN'],,['SEDIA'],['186824PROSPECTSEN'],,['111111'],['2026-06-17T10:00:00.000+0000'],,['31094502'],,2026-09-20 09:08:50.362431+00:00
2.155,51196315TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-KEC,text/plain,en,SEDIA,SEDIA,Key electronic components,0.0,Key electronic components,False,[],[],Key electronic components. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-KEC,['EDF-EDIP-P-2027-LS-IRA-KEC'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['Key electronic components'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-KEC'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-KEC'],['51196334'],['SEDIA'],['51196315TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51196323TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-PE,text/plain,en,SEDIA,SEDIA,Platforms and end-products,0.0,Platforms and end-products,False,[],[],Platforms and end-products. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-PE,['EDF-EDIP-P-2027-LS-IRA-PE'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['Platforms and end-products'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-PE'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-LS-IRA-PE'],['51196334'],['SEDIA'],['51196323TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51188642TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-AMDS,text/plain,en,SEDIA,SEDIA,Air and missile defence systems,0.0,Air and missile defence systems,False,[],[],Air and missile defence systems. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-AMDS,['EDF-EDIP-P-2027-FNLC-CPA-AMDS'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['Air and missile defence systems'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-AMDS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-AMDS'],['51188669'],['SEDIA'],['51188642TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51188650TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-C5ISRS,text/plain,en,SEDIA,SEDIA,C5ISR and other space-related products,0.0,C5ISR and other space-related products,False,[],[],C5ISR and other space-related products. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-C5ISRS,['EDF-EDIP-P-2027-FNLC-CPA-C5ISRS'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['C5ISR and other space-related products'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-C5ISRS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-C5ISRS'],['51188669'],['SEDIA'],['51188650TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51188707TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2027-LS-IRA-CUXS,text/plain,en,SEDIA,SEDIA,Unmanned systems and counter-unmanned systems,0.0,Unmanned systems and counter-unmanned systems,False,[],[],Unmanned systems and counter-unmanned systems. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2027-LS-IRA-CUXS,['EDF-EDIP-USI-2027-LS-IRA-CUXS'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['Unmanned systems and counter-unmanned systems'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2027-LS-IRA-CUXS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2027-LS-IRA-CUXS'],['51188718'],['SEDIA'],['51188707TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51188687TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB,text/plain,en,SEDIA,SEDIA,"Missiles, ammunition and bombs",0.0,"Missiles, ammunition and bombs",False,[],[],"Missiles, ammunition and bombs. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB",['EDF-EDIP-USI-2026-LS-IRA-MAB'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2026-10-13T00:00:00.000+0000'],,['en'],"['Missiles, ammunition and bombs']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB'],['51188698'],['SEDIA'],['51188687TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51188658TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-GNPS,text/plain,en,SEDIA,SEDIA,Ground and naval platforms and systems,0.0,Ground and naval platforms and systems,False,[],[],Ground and naval platforms and systems. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-GNPS,['EDF-EDIP-P-2027-FNLC-CPA-GNPS'],['text/plain'],,['2026-06-17T00:00:00.000+0000'],['2027-02-16T00:00:00.000+0000'],,['en'],['Ground and naval platforms and systems'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-GNPS'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2027-FNLC-CPA-GNPS'],['51188669'],['SEDIA'],['51188658TOPICSen'],,['44181033'],['2026-06-17T00:00:00.000+0000'],['single-stage'],['31094502'],['EDF Lump Sum Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51424835TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-FOOD-2026-FW-STAKEHOLDERS-PJ,text/plain,en,SEDIA,SEDIA,EU support to Stakeholders to improve measurement of food waste and help implement food waste prevention in their operations and organisation - 2026-2027,0.0,EU support to Stakeholders to improve measurement of food waste and help implement food waste prevention in their operations and organisation - 2026-2027,False,[],[],EU support to Stakeholders to improve measurement of food waste and help implement food waste prevention in their operations and organisation - 2026-2027. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-FOOD-2026-FW-STAKEHOLDERS-PJ,['SMP-FOOD-2026-FW-STAKEHOLDERS-PJ'],['text/plain'],,['2026-06-16T00:00:00.000+0000'],['2026-10-15T00:00:00.000+0000'],,['en'],['EU support to Stakeholders to improve measurement of food waste and help implement food waste prevention in their operations and organisation - 2026-2027'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-FOOD-2026-FW-STAKEHOLDERS-PJ'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-FOOD-2026-FW-STAKEHOLDERS-PJ'],['51424843'],['SEDIA'],['51424835TOPICSen'],,['43252476'],['2026-06-16T00:00:00.000+0000'],['single-stage'],['31094502'],['SMP Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,51461959TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-01,text/plain,en,SEDIA,SEDIA,Sustainable Gender Equality Champions,0.0,Sustainable Gender Equality Champions,False,[],[],Sustainable Gender Equality Champions. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-01,['HORIZON-WIDERA-2026-GENDER-Prize-01'],['text/plain'],,['2026-06-16T00:00:00.000+0000'],['2026-09-29T00:00:00.000+0000'],,['en'],['Sustainable Gender Equality Champions'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-01'],['51461966'],['SEDIA'],['51461959TOPICSen'],,['43108390'],['2026-06-16T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Recognition Prize'],2026-09-20 09:08:50.362431+00:00
2.155,51525168TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-03,text/plain,en,SEDIA,SEDIA,Inclusive Gender Equality Champions,0.0,Inclusive Gender Equality Champions,False,[],[],Inclusive Gender Equality Champions. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-03,['HORIZON-WIDERA-2026-GENDER-Prize-03'],['text/plain'],,['2026-06-16T00:00:00.000+0000'],['2026-09-29T00:00:00.000+0000'],,['en'],['Inclusive Gender Equality Champions'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-03'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-03'],['51461966'],['SEDIA'],['51525168TOPICSen'],,['43108390'],['2026-06-16T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Recognition Prize'],2026-09-20 09:08:50.362431+00:00
2.155,51525163TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-02,text/plain,en,SEDIA,SEDIA,Newcomer Gender Equality Champions,0.0,Newcomer Gender Equality Champions,False,[],[],Newcomer Gender Equality Champions. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-02,['HORIZON-WIDERA-2026-GENDER-Prize-02'],['text/plain'],,['2026-06-16T00:00:00.000+0000'],['2026-09-29T00:00:00.000+0000'],,['en'],['Newcomer Gender Equality Champions'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-02'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-GENDER-Prize-02'],['51461966'],['SEDIA'],['51525163TOPICSen'],,['43108390'],['2026-06-16T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Recognition Prize'],2026-09-20 09:08:50.362431+00:00
2.155,14601COMPETITIVE_CALLen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/47365856,text/plain,en,SEDIA,SEDIA,ZMINA:Resilience. Rolling call for International Showcasing of co-creation projects,0.0,ZMINA:Resilience. Rolling call for International Showcasing of co-creation projects,False,[],[],Supporting Ukrainian artists and cultural organisations to co-create/showcase. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/47365856,['CREA-CULT-2025-COOP-UA-1'],['text/plain'],['ZMINA:Resilience. Rolling call for International Showcasing of co-creation projects'],['2026-06-15T00:00:00.000+0000'],"['2026-09-14T23:00:00.000+0000', '2026-12-14T23:00:00.000+0000', '2027-03-15T23:00:00.000+0000', '2027-06-14T23:00:00.000+0000', '2027-10-15T23:00:00.000+0000']",[],['en'],['Supporting Ukrainian artists and cultural organisations to co-create/showcase'],['8'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/47365856'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/47365856'],['14601'],['SEDIA'],['14601COMPETITIVE_CALLen'],['ZMINA.Resilience'],['43251814'],['2026-06-15T00:00:00.000+0000'],['multiple cut-off'],['31094502'],,2026-09-20 09:08:50.362431+00:00
2.155,14681COMPETITIVE_CALLen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45705096,text/plain,en,SEDIA,SEDIA,MANTRA Second Open Call for Manufacturing SMEs,0.0,MANTRA Second Open Call for Manufacturing SMEs,False,[],[],'Innovate to transform' support for SME's sustainability transition (CSA). Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45705096,['HORIZON-CL4-2024-RESILIENCE-01-41'],['text/plain'],['MANTRA Second Open Call for Manufacturing SMEs'],['2026-06-15T00:00:00.000+0000'],['2026-09-30T17:00:00.000+0000'],"['<p>The objective of this call is to select up to <strong>25 manufacturing SMEs</strong> that will receive support to define and implement their MANTRA Journey plan, with the aim of becoming more sustainable and innovative.</p><p>Through this initiative, selected SMEs will enhance their capacity to adopt advanced technologies and social innovation for sustainability through collaboration with technology providers and by accessing services provided by EU specialised business support networks and organisations. Financial support of up to <strong>EUR 50,000 per SME</strong> will be available to implement the recommended transformation roadmap following the advisory phase.</p><p>Proposals should focus on a transformation project that is realistic, impactful and embedded in the SME’s strategy for long-term sustainability and growth through the uptake of advanced technologies. The proposed concept must contribute to the green and digital transformation of the SME by reducing environmental impacts while enhancing the competitiveness and resilience of the business. Projects should align with circular economy principles and consider inclusive and socially responsible practices.</p><p>Selected SMEs will participate in the MANTRA Journey, consisting of a six-month advisory phase followed by a six-month implementation phase supported through MANTRA financial assistance.</p><p>Your journey begins by joining the MANTRA Community, which serves as your gateway to resources, peer learning, networking opportunities and access to the application process.</p>']",['en'],"[""'Innovate to transform' support for SME's sustainability transition (CSA)""]",['8'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45705096'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45705096'],['14681'],['SEDIA'],['14681COMPETITIVE_CALLen'],['MANTRA'],['43108390'],['2026-06-15T00:00:00.000+0000'],['single-stage'],['31094502'],,2026-09-20 09:08:50.362431+00:00
2.155,50217187TOPICSen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIE-2026-03-CONNECT-01,text/plain,en,SEDIA,SEDIA,From lab to market: Strengthening the role of Technology Transfer Offices in bringing knowledge to the market,0.0,From lab to market: Strengthening the role of Technology Transfer Offices in bringing knowledge to the market,False,[],[],From lab to market: Strengthening the role of Technology Transfer Offices in bringing knowledge to the market. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIE-2026-03-CONNECT-01,['HORIZON-EIE-2026-03-CONNECT-01'],['text/plain'],,['2026-06-09T00:00:00.000+0000'],['2026-09-22T00:00:00.000+0000'],,['en'],['From lab to market: Strengthening the role of Technology Transfer Offices in bringing knowledge to the market'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIE-2026-03-CONNECT-01'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIE-2026-03-CONNECT-01'],['50239684'],['SEDIA'],['50217187TOPICSen'],,['43108390'],['2026-06-09T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Coordination and Support Actions'],2026-09-20 09:08:50.362431+00:00
2.155,14602COMPETITIVE_CALLen,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46357639,text/plain,en,SEDIA,SEDIA,RIZA Call for proposals,0.0,RIZA Call for proposals,False,[],[],Call for proposals for civil society organisations active on protecting and promoting Union values: call to intermediaries (giving financial support to third parties). Available at: https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46357639,['CERV-2024-CITIZENS-VALUES'],['text/plain'],['RIZA Call for proposals'],['2026-06-05T00:00:00.000+0000'],"['2026-07-31T17:00:00.000+0000', '2026-10-31T17:00:00.000+0000']",[],['en'],['Call for proposals for civil society organisations active on protecting and promoting Union values: call to intermediaries (giving financial support to third parties)'],['8'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46357639'],['https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46357639'],['14602'],['SEDIA'],['14602COMPETITIVE_CALLen'],['RIZA'],['43251589'],['2026-06-05T00:00:00.000+0000'],['multiple cut-off'],['31094502'],,2026-09-20 09:08:50.362431+00:00
